mapName=Cons_XSTKC
Organism Genus=unknown
Organism Species=unknown
crossType=unknown
popSize=0
mappingCrossType=unknown
mappingFunction=haldane
mapUnit=cM
mapExpansion=0
mapQuality=0
locusLocation=1
chr=A
lg=A
1	psb243	0.0
2	txs1075	22.711499631286053
3	umc135	26.041499631285937
4	txp31	41.83957940267689
5	txs301	42.151499631285915
6	csu2	42.15149963128601
7	psb175	45.369487680112606
8	psb77b	45.36948768011273
9	rz323.2	52.15957940267686
10	Hsp70	58.12149963128602
11	Rubp	59.65149963128608
12	csu96	60.00316291322767
13	Npi414	61.321499631286045
14	bnl15.20	65.49149963128606
15	csu93	66.05190542024087
16	bnl6.16	66.64732203298965
17	txs1114	68.53567381579599
18	txs422	69.59704768232602
19	txs1927	69.61167065058643
20	csu103	69.90971641998797
21	csu146	71.03567381579606
22	csu143	74.07971641998799
23	st355	81.1895794026772
24	txs1175	84.75661187946035
25	psb73	85.97344015245416
26	txs4545	87.66806400732771
27	Wg889	87.97470591340671
28	txs307	90.43170696967483
29	csu36	96.34957940267735
30	isu102	101.50957940267745
31	R	105.72510914069639
32	txs584	108.4733406315721
33	umc10	110.84340910240012
34	csu58	114.52322981834241
35	rz244.2	116.02957940267717
36	csu71	117.89804328814677
37	rz244.1	119.62629661685797
38	psb548	119.73492816416167
39	cdo920	122.6822453967127
40	txs1438	122.97262078103569
41	rz323	124.5634030907226
42	psb32	127.52348770725112
43	umc152	129.18181602621038
44	psb497	129.45733444168542
45	Bcd102AD	130.77634833680412
46	txs503	133.8855214386033
47	rz995	137.0476223404836
48	txs1941	137.53878050313438
49	isu108	146.6590807486885
50	tsc117	149.7341370537486
51	bnl13.05	150.14987093833358
52	txs578	150.5976223404837
53	csu29	153.13144929551595
54	tsc90	153.15557177392668
55	ts140	155.0590413823105
56	txs1053	160.26839839556334
57	Hsp17	168.0483983955636
58	hsp17	170.73253700962763
59	Hspx	170.89807082538354
60	sscir165	173.3279346233816
61	Hsp16.9B	174.23742569283
62	tsc698	178.01107823500973
63	hhu61	183.06233871086266
64	cdo460	185.1226421743015
65	txs1287	186.59742569282986
66	txs1163A	186.59742569282992
67	txp9	188.82351126189434
68	txs1092	192.5030346903473
69	csu16	198.70663265823669
70	bcd1823/st550	203.1043990922765
71	txs1178	206.4866326582364
72	asg24	207.89014442674656
73	umc124	210.37357576333338
74	umc121	213.7066326582366
75	txs333	218.56663265823676
76	sscir78	223.89954043093118
77	psb77a	229.43072644062647
78	psb129	232.2359517227046
