feature_name	Bridge	map_name	cM	feature_start	Type	Multicopy	
sPb-9453	no	10	42.2-43.7	42.9	DArT		
sPb-0562	no	10	42.2-43.2	42.7	DArT		
sPb-5391	no	10	42.2-43.2	42.7	DArT	x	
sPb-4045	no	10	42.2-43.7	42.9	DArT		
sPb-2149	no	10	43.8	43.8	DArT	x	
sPb-6292	no	10	43.9	43.9	DArT		
sPb-3655	no	10	43.9	43.9	DArT		
sPb-2222	no	10	43.9	43.9	DArT		
txs558	Bridge	10	43.9	43.9	RFLP		
sPb-0494	no	10	44.1	44.1	DArT	x	Maps to SBI-01 (170cm) in S4
sPb-2836	no	10	43.9-45.6	44.8	DArT		
sPb-8150	no	10	43.6-46.2	44.9	DArT		
sPb-8497	no	10	43.6-46.2	44.9	DArT		
sPb-3549	no	10	43.2-47.8	45.5	DArT		
rz144	no	10	45.6	45.6	RFLP		
umc110	no	10	47.9	47.9	RFLP		
sPb-9381	no	10	51.2	51.2	DArT		
sPb-7473	Bridge	10	51.2	51.2	DArT		
sPb-1962	no	10	51.6	51.6	DArT	x	
M340774	no	10	51.6-52.3	52	DArT		
M342244	no	10	51.6-52.3	52	DArT		
M188983	no	10	51.6-52.3	52	DArT		
M340871	no	10	51.6-52.3	52	DArT		
sPb-4521	no	10	51.6-52.3	52	DArT		
sPb-1538	no	10	43.9-60.9	52.4	DArT		
sPb-6331	no	10	52.7	52.7	DArT		
GE37	no	10	53.2	53.2	RFLP		
txp20	no	10	53.2-54.2	53.7	SSR		
GE30	no	10	53.2-56.5	54.9	RFLP		
ST403	no	10	53.2-56.5	54.9	RFLP		
sPb-5512	no	10	53.2-56.5	54.9	DArT		
sPb-6288	no	10	53.2-56.5	54.9	DArT	x	Maps to SBI-02 (75cM) in CIRAD
sPb-1244	no	10	55.1	55.1	DArT	x	Maps to SBI-07 (71.6cm) in TAMU, S5 & CIRAD
sPb-0069	no	10	52.7-57.5	55.1	DArT		
sPb-9275	no	10	52.7-57.5	55.1	DArT		
cdo17	no	10	55.5	55.5	RFLP		
sPb-9999	no	10	55.5-56	55.75	DArT		
sPb-9796	no	10	55.5-56	55.75	DArT		
txp270	no	10	55.5-56	55.75	SSR		
txp309	no	10	55.5-56	55.75	SSR		
umc21	no	10	55.5-56	55.75	RFLP		
Sb10QGM124	no	10	55.5-56	55.75	SSR		
Sb10QGM125	no	10	55.5-56	55.75	SSR		
txp331	no	10	56	56	SSR	x	
sPb-3037	no	10	55.7-56.3	56.1	DArT		
sPb-7145	no	10	55.7-56.3	56.1	DArT		
sPb-9921	no	10	55.7-56.3	56.1	DArT		
M341606	no	10	56.3	56.3	DArT		
M341123	no	10	56.5	56.5	DArT		
sPb-9826	no	10	56.7	56.7	DArT		
sPb-0943	no	10	56-58.5	57.25	DArT		
bnl7.24	Bridge	10	57.4	57.4	RFLP		
SvPEPCAA	no	10	57.4	57.4	STS		
msbcir283	no	10	57.5	57.5	SSR		
sPb-6271	no	10	57.5	57.5	DArT		
sPb-9140	no	10	57.4-58.6	57.85	DArT		
sPb-0668	no	10	57.4-58.6	57.85	DArT		
sPb-0878	no	10	57.4-58.6	57.85	DArT		
sPb-5841	no	10	57.4-58.6	57.85	DArT		
txp217	Bridge	10	57.4-58.6	57.85	SSR		
psb0106	no	10	57.4-58.6	57.85	RFLP		
txp130	no	10	57.4-58.6	57.85	SSR		
txs1923	no	10	57.4-58.6	57.85	RFLP		
sPb-8201	no	10	57.4-58.6	57.85	DArT		
sPb-2735	no	10	57.4-58.6	57.85	DArT		
sPb-1034	no	10	57.4-58.6	57.85	DArT		
sPb-6889	no	10	57.4-58.6	57.85	DArT		
sPb-7189	no	10	57.4-58.6	57.85	DArT		
sPb-4121	no	10	57.4-58.6	57.85	DArT		
sPb-8796	no	10	57.4-58.6	57.85	DArT		
sPb-9169	no	10	57.4-58.6	57.85	DArT		
sPb-0865	no	10	57.4-58.6	57.85	DArT		
txs1929	no	10	57.4-58.6	57.85	RFLP		
sPb-9064	no	10	57.4-58.6	57.85	DArT		
sPb-3521	no	10	57.4-58.6	57.85	DArT		
M187142	no	10	57.4-58.6	57.85	DArT		
sPb-0532	no	10	57.4-58.6	57.85	DArT		
sPb-1722	no	10	57.4-58.6	57.85	DArT		
sPb-9215	no	10	57.4-58.6	57.85	DArT		
sPb-8432	no	10	57.4-58.6	57.85	DArT		
sPb-3958	no	10	57.4-58.6	57.85	DArT		
sPb-4480	no	10	57.4-58.6	57.85	DArT		
sPb-6875	no	10	58.5	58.5	DArT		
sPb-4944	no	10	58.5	58.5	DArT		
sPb-7643	no	10	58.5	58.5	DArT		
sPb-1839	no	10	58.6	58.6	DArT		
sPb-3886	no	10	58.6	58.6	DArT		
sPb-6438	no	10	58.6	58.6	DArT		
sPb-9731	no	10	58.6	58.6	DArT		
sPb-7284	no	10	56.5-60.9	58.7	DArT		
sPb-4742	no	10	56.5-60.9	58.7	DArT		
sPb-7173	no	10	56.5-60.9	58.7	DArT		
sPb-8035	no	10	56.5-60.9	58.7	DArT		
sPb-1938	no	10	58.3-61	59.65	DArT	x	
txs1106	no	10	58.3-61	59.65	RFLP		
sPb-0186	no	10	58.3-61	59.65	DArT		
M340333	no	10	59.9	59.9	DArT		
sPb-7948	no	10	60.9	60.9	DArT		
sPb-1478	no	10	60.9	60.9	DArT		
sPb-3696	Bridge	10	61	61	DArT		
sPb-7024	no	10	61-61.7	61.35	DArT		
sPb-5834	Bridge	10	61-62.4	61.7	DArT		
rz476	no	10	62.4	62.4	RFLP		
sPb-9682	no	10	62.7	62.7	DArT		
sPb-0374	no	10	63.1	63.1	DArT		
txs443	no	10	63.3	63.3	RFLP	x	Maps to SBI-02 (150.9cM) in S2
sPb-6964	no	10	63.1-63.5	63.3	DArT		
umc65	no	10	63.1-63.5	63.3	RFLP		
sPb-3233	no	10	56.5-70.2	63.4	DArT		
sPb-9555	no	10	63.5	63.5	DArT		
sPb-2318	no	10	63.4-64.2	63.8	DArT	x	
sPb-8019	no	10	64.3	64.3	DArT	x	Maps to SBI-07 (72.2cM) in S4
ST486-1	no	10	65.2	65.2	RFLP		
cdo590b	no	10	65.2-65.9	65.55	RFLP		
sPb-8527	no	10	65.2-65.9	65.55	DArT		
sPb-1941	no	10	60.9-70.2	65.55	DArT		
JH23	no	10	65.9	65.9	RFLP		
sPb-1472	no	10	65.2-68.1	66.7	DArT		
sPb-2935	no	10	64.9-70.2	67.6	DArT		
sPb-8232	no	10	64.9-70.2	67.6	DArT		
sPb-2755	no	10	67.6-69.5	68.6	DArT		
sPb-1095	no	10	67.6-69.5	68.6	DArT		
sPb-4781	no	10	67.6-69.5	68.6	DArT		
sPb-7985	no	10	67.6-69.5	68.6	DArT		
bnl5.04	no	10	68.7	68.7	RFLP		
SbRPG742	no	10	70.2	70.2	RFLP		
cdo78	no	10	72.8	72.8	RFLP		
SSCIR63	no	10	72.8	72.8	RFLP		
sPb-5703	no	10	69.5-76.5	73	DArT		
sPb-6655	no	10	69.5-76.5	73	DArT		
csu147	no	10	69.5-76.5	73	RFLP		
rz612	no	10	69.5-76.5	73	RFLP	x	
M342842	no	10	76.5	76.5	DArT		
sPb-8003	no	10	76.5	76.5	DArT		
M340856	no	10	78.1	78.1	DArT		
M342954	no	10	78.1	78.1	DArT		
M340712	no	10	78.3	78.3	DArT		
M340495	no	10	78.3	78.3	DArT		
gap1	Bridge	10	78.3	78.3	SSR		
cdo400	no	10	79.7	79.7	RFLP		
sPb-3563	no	10	78.3-81.7	80	DArT		
sPb-6532	no	10	78.3-81.7	80	DArT		
sPb-9748	no	10	78.3-81.7	80	DArT		
Xnhsbm1008	no	10	78.3-81.7	80	SSR		
Xnhsbm1011	no	10	78.3-81.7	80	SSR		
Xnhsbm1013	no	10	78.3-81.7	80	SSR		
sPb-4017	no	10	78.3-81.7	80	DArT		
sPb-4819	no	10	78.3-81.7	80	DArT		
sPb-4772	no	10	78.3-81.7	80	DArT		
sPb-9767	no	10	81.7	81.7	DArT		
Trit	no	10	85.9	85.9	gene		
umc150	no	10	86.7	86.7	RFLP		
sPb-0859	Bridge	10	86.7-88.4	87.55	DArT		
txs236	no	10	86.7-88.4	87.55	RFLP		
txs1684	Bridge	10	88.4	88.4	RFLP		
msbcir262	no	10	88.8	88.8	SSR		
msbcir227	no	10	88.8	88.8	SSR		
sPb-0162	no	10	88.8	88.8	DArT		
Xnhsbm1033	no	10	88.8-89.1	88.95	SSR		
psb0355	no	10	88.8-89.1	88.95	RFLP		
sPb-0939	no	10	89.1	89.1	DArT	x	Maps to SBI-01 (9.6cM) in S4
txS1694	no	10	89.1	89.1	RFLP		
umc218	no	10	89.3	89.3	RFLP		
Xnhsbm1043	no	10	89.1-91.3	90.2	SSR		
sPb-4539	no	10	91.3	91.3	DArT		
sPb-3003	no	10	92.7	92.7	DArT		
Xnhsbm1044	no	10	92.7	92.7	SSR		
sPb-1701	no	10	92.7	92.7	DArT	x	
Xnhsbm1048	no	10	92.7-97.5	95.1	SSR		
ST1750-2	no	10	95.2	95.2	RFLP		
FC40	no	10	95.2-97.8	96.5	RFLP		
M342566	no	10	97.5	97.5	DArT		
M342053	no	10	97.5	97.5	DArT		
M343252	no	10	97.5	97.5	DArT		
txS309	no	10	97.8	97.8	RFLP		
sPb-1660	no	10	92.7-105.9	99.2	DArT		
FC48	no	10	100	100	RFLP		
ST1845	no	10	100	100	RFLP		
RZ143	no	10	101	101	RFLP		
txs758	no	10	102.6	102.6	RFLP		
sPb-6370	no	10	102.6-103.6	103.1	DArT		
cup43	no	10	102.6-103.6	103.1	SSR		
sPb-1516	no	10	102.6-103.6	103.1	DArT		
sPb-4588	no	10	103.6	103.6	DArT		
sPb-5814	no	10	103.6	103.6	DArT		
gpsb145	no	10	104.2	104.2	SSR		
PSB0619	no	10	104.4	104.4	RFLP		
txp141	Bridge	10	102.6-108.6	105.6	SSR	x	
Sb6-325	no	10	102.6-108.6	105.6	SSR		
ST745	no	10	107.9	107.9	RFLP		
isu162	no	10	108.6	108.6	RFLP		
isu045	no	10	108.6-109.8	109.2	RFLP		
txs664	Bridge	10	109.8	109.8	RFLP		
sPb-1655	no	10	109.1-115.2	112.2	DArT		
sPb-7412	no	10	109.1-115.2	112.2	DArT		
sPb-1222	no	10	109.1-115.2	112.15	DArT		
sPb-1303	no	10	109.1-115.2	112.15	DArT		
sPb-7655	no	10	109.1-115.2	112.15	DArT		
sPb-2186	no	10	109.1-115.2	112.2	DArT		
sPb-3662	no	10	109.1-115.2	112.2	DArT		
sPb-5678	no	10	113.2	113.2	DArT	x	
cup07	no	10	115.2	115.2	SSR		
