feature_name	Bridge	map_name	cM	feature_start	Type	Multicopy	
sPb-3644	no	6	12.5-13.2	12.9	DArT		
sPb-2551	Bridge	6	17.9	17.9	DArT		
MT2	no	6	17.9	17.9	RFLP		
cdo456	no	6	17.9-22.8	20.4	RFLP		
sPb-1870	no	6	17.9-22.8	20.4	DArT		
sPb-4245	no	6	17.9-22.8	20.4	DArT		
sPb-3539	no	6	22.8	22.8	DArT		
ST1807	no	6	27.5	27.5	RFLP		
sPb-8963	no	6	30	30	DArT	x	
sPb-9511	no	6	30	30	DArT	x	Maps to SBI-02 (152cM) in S4
Dsenhsbm2	no	6	30-31.6	30.8	SSR		
txp6	Bridge	6	31.6	31.6	SSR		
sPb-1387	no	6	31.6	31.6	DArT		
sPb-4036	no	6	31.6	31.6	DArT		
sPb-1635	no	6	31.6	31.6	DArT		
sPb-5721	no	6	31.6-37.7	34.6	DArT	x	
M340448	no	6	37.7	37.7	DArT		
sPb-2322	no	6	37.7-40.3	39	DArT		
sPb-1190	no	6	39-41.5	40.3	DArT		
sPb-9481	no	6	39-41.5	40.3	DArT		
sPb-8422	no	6	40.3	40.3	DArT		
cdo718	no	6	41.2	41.2	RFLP		
M187805	no	6	41.7	41.7	DArT		
sPb-8198	no	6	41.7-48.3	45	DArT		
sPb-0033	no	6	41.7-48.3	45	DArT		
PSB0550	no	6	41.7-48.3	45	RFLP		
sPb-2404	no	6	41.7-48.3	45	DArT		
PSB0521	no	6	41.7-48.3	45	RFLP		
sPb-0117	no	6	41.7-48.3	45	DArT		
sPb-9790	no	6	41.7-48.3	45	DArT		
PSB0580	no	6	41.7-48.3	45	RFLP		
sPb-3342	no	6	41.7-48.3	45	DArT		
psb0428	no	6	41.7-48.3	45	RFLP	x	
sPb-8362	no	6	41.7-48.3	45	DArT		
sPb-5564	no	6	41.7-48.3	45	DArT		
sPb-6017	no	6	41.7-48.3	45	DArT		
sPb-7169	no	6	45.5	45.5	DArT		
sPb-1395	no	6	45.5	45.5	DArT		
dw2	no	6	43.6-48	45.8	gene		
BG050402	no	6	46	46	RFLP		
Ma1	no	6	42.1-54	48.1	gene		
gap7	no	6	48.3	48.3	SSR		
gap72	no	6	48.3	48.3	SSR		
M187589	no	6	48.3-51.8	50.1	DArT		
sPb-7660	no	6	48.3-51.8	50.1	DArT		
sPb-5506	no	6	48.3-51.8	50.1	DArT		
sPb-2771	no	6	48.3-51.8	50.1	DArT		
sPb-4498	no	6	48.3-51.8	50.1	DArT		
sPb-2114	no	6	48.3-51.8	50.1	DArT		
sPb-6059	no	6	48.3-51.8	50.1	DArT		
M342089	no	6	51.8	51.8	DArT		
SSmsbcir92	no	6	51.8	51.8	SSR		
M341530	no	6	51.8	51.8	DArT		
isu142	no	6	52.4	52.4	RFLP		
sPb-2362	no	6	51.8-54.7	53.25	DArT		
sPb-5412	no	6	51.8-54.7	53.25	DArT		
txp547	no	6	51.8-54.7	53.25	SSR		
txp568	no	6	51.8-54.7	53.25	SSR		
sPb-6767	no	6	51.8-54.7	53.25	DArT		
sPb-2630	no	6	51.8-54.7	53.25	DArT		
sPb-4030	no	6	51.8-54.7	53.25	DArT		
sPb-4947	no	6	54.7	54.7	DArT		
sPb-4503	no	6	56.6	56.6	DArT		
sPb-3019	no	6	56.6	56.6	DArT		
SvHPRGPG	no	6	56.6-57.9	57.3	SSR		
psb0314	no	6	56.6-57.9	57.3	RFLP		
sPb-8060	no	6	56.6-57.9	57.3	DArT		
sPb-5402	no	6	56.6-57.9	57.3	DArT		
sPb-3837	Bridge	6	57.9	57.9	DArT		
sPb-2457	Bridge	6	57.9	57.9	DArT		
sPb-8425	Bridge	6	57.9	57.9	DArT		
sPb-9146	no	6	60	60	DArT		
umc119	no	6	61.2	61.2	RFLP		
M341635	no	6	64.5	64.5	DArT		
Str1	no	6	64.6	64.6	RFLP		
MT8	no	6	67.4	67.4	RFLP		
sPb-5661	no	6	60-80	70	DArT		
cup36	no	6	70.2	70.2	SSR		
sPb-4632	no	6	70.2-73.5	71.9	DArT		
sPb-5030	Bridge	6	73.5	73.5	DArT		
SG2	no	6	76.1	76.1	RFLP		
txS1206/txp	no	6	76.1	76.1	RFLP		
sPb-1169	no	6	73.5-80	76.8	DArT		
isu138	no	6	76.8	76.8	RFLP		
sPb-2463	no	6	80	80	DArT		
gc	no	6	78.5-82.2	80.4	gene		
sPb-8196	no	6	80-85.2	82.6	DArT		
sPb-4833	no	6	80-85.2	82.6	DArT		
sPb-2103	no	6	80-85.2	82.6	DArT		
sPb-5889	no	6	80-85.2	82.6	DArT		
sPb-3372	no	6	80-85.2	82.6	DArT		
sPb-1543	Bridge	6	85.2	85.2	DArT		
sPb-6445	no	6	85.2-86.7	86	DArT		
sPb-4324	no	6	86.7	86.7	DArT		
txp145	Bridge	6	86.7	86.7	SSR		
umc53	no	6	88.4	88.4	RFLP		
d	no	6	84.2-93.2	88.7	gene		
sPb-8928	no	6	88.4-89.1	88.75	DArT	x	
txs1030	no	6	88.4-89.1	88.75	RFLP		
sPb-8436	no	6	88.4-89.1	88.75	DArT		
sPb-9066	no	6	88.4-89.1	88.75	DArT		
sPb-1890	no	6	88.4-89.1	88.75	DArT	x	
sPb-6573	no	6	88.4-89.1	88.75	DArT		
sPb-8361	no	6	88.4-89.1	88.75	DArT		
sPb-9950	no	6	88.4-89.1	88.75	DArT		
sPb-1572	no	6	89.1	89.1	DArT		
isu058	no	6	90.5	90.5	RFLP		
psb0095	no	6	90.5-90.9	90.7	RFLP		
txp317	no	6	90.5-90.9	90.7	SSR		
rz740	no	6	90.5-90.9	90.7	RFLP		
sPb-1921	no	6	90.5-90.9	90.7	DArT		
sPb-8530	no	6	90.5-90.9	90.7	DArT		
csu040	no	6	90.5-90.9	90.7	RFLP		
sPb-6556	no	6	90.5-90.9	90.7	DArT		
sPb-1755	no	6	90.5-90.9	90.7	DArT		
txp265	no	6	90.5-90.9	90.7	SSR	x	Maps to SBI-04 (155cM) in S4
txp274	Bridge	6	90.9	90.9	SSR		
sPb-7777	no	6	90.9	90.9	DArT		
txS1161	no	6	81-101.5	91.3	RFLP		
txS1439b	no	6	81-101.5	91.3	RFLP		
ST1381	no	6	81-101.5	91.3	RFLP		
ST72	no	6	81-101.5	91.3	RFLP		
txp104	no	6	90.9-92.9	91.9	SSR	x	
txp219	no	6	90.9-92.9	91.9	SSR	x	
txp97	no	6	92.9	92.9	SSR	x	
sPb-7544	no	6	92.9	92.9	DArT		
sPb-9752	no	6	92.9	92.9	DArT		
umc34	no	6	93.8	93.8	RFLP		
gpsb127	no	6	94.3	94.3	SSR		
M188023	no	6	94.3	94.3	DArT		
txs1546	no	6	95.7	95.7	RFLP		
sPb-0188	no	6	97.9	97.9	DArT		
sPb-7290	no	6	94.3-103	98.7	DArT		
Dsenhsbm37	no	6	98.7-100.5	99.6	SSR		
sPb-8851	no	6	100.5	100.5	DArT		
PSB0140	no	6	101.5	101.5	RFLP		
M340945	no	6	103	103	DArT		
M341047	no	6	103	103	DArT		
M341712	no	6	103	103	DArT		
M342581	no	6	103-103.5	103.25	DArT		
M342391	no	6	103.5	103.5	DArT		
M342764	no	6	103.5-104.7	104.1	DArT		
gpsb069	no	6	104.7	104.7	SSR		
M341192	no	6	104.7-109.6	107.15	DArT		
Rs1	no	6	108.1-109.5	108.8	gene		
sPb-5802	no	6	109.6	109.6	DArT		
sPb-7581	no	6	109.6	109.6	DArT		
sPb-3550	no	6	109.6-116.2	112.9	DArT		
txs1173	no	6	115.4	115.4	RFLP		
txp484	no	6	115.4-117	116.2	SSR		
sPb-4408	no	6	115.4-117	116.2	DArT		
sPb-7753	no	6	115.4-117	116.2	DArT		
sPb-5230	Bridge	6	115.4-117	116.2	DArT		
txs1906	no	6	115.4-117	116.2	RFLP		
cup12	no	6	115.4-117	116.2	SSR		
umc44	Bridge	6	117	117	RFLP		
bnl10.13.2	no	6	117	117	RFLP		
Sb-lfy	no	6	117	117	gene		
bnl10.13	no	6	122.6	122.6	RFLP		
sPb-5374	no	6	124.9	124.9	DArT		
sPb-0255	no	6	124.9-125.7	125.3	DArT		
sPb-1972	no	6	124.9-125.7	125.3	DArT		
sPb-3859	no	6	124.9-125.7	125.3	DArT		
txp95	no	6	125.7	125.7	SSR		
sPb-1721	no	6	128.7	128.7	DArT		
KS1	no	6	129.3	129.3	RFLP		
M343162	no	6	128.7-131.6	130.15	DArT		
sPb-1372	no	6	128.7-131.6	130.15	DArT		
M187824	no	6	128.7-131.6	130.15	DArT		
M189179	no	6	131.6	131.6	DArT		
sPb-3962	Bridge	6	132.8	132.8	DArT		
txs1139	no	6	133.4	133.4	RFLP		
txp176	no	6	134.1	134.1	SSR		
sPb-5403	Bridge	6	134.1	134.1	DArT		
txs1868	no	6	134.1-135.5	134.8	RFLP		
sPb-7960	Bridge	6	135.5	135.5	DArT		
sPb-5765	Bridge	6	135.5	135.5	DArT		
Lg	no	6	134.8-136.9	135.9	gene		
ST982	no	6	137.5	137.5	RFLP		
sPb-3590	no	6	135.5-141	138.3	DArT		
txp57	Bridge	6	141	141	SSR		
sPb-0017	no	6	142.7	142.7	DArT		
sPb-1486	no	6	142.7	142.7	DArT		
sPb-4732	no	6	142.7	142.7	DArT		
sPb-5603	no	6	142.7	142.7	DArT		
sPb-0926	no	6	142.7-144	143.4	DArT		
sPb-6526	Bridge	6	144	144	DArT		
txs2063	no	6	144	144	RFLP		
sPb-9736	no	6	144	144	DArT		
M342082	no	6	144.5	144.5	DArT		
P	no	6	144.2-146.5	145.4	gene		
isu147	no	6	145.6	145.6	RFLP		
txs1533	no	6	146.4	146.4	RFLP		
M340415	no	6	147.7	147.7	DArT		
sPb-5086	no	6	147.7	147.7	DArT	x	
sPb-1664	no	6	147.7-149.3	148.5	DArT		
sPb-8954	no	6	148.8	148.8	DArT		
sPb-5212	no	6	148.1-149.9	149	DArT	x	
sPb-6076	no	6	148.1-149.9	149	DArT		
sPb-9422	no	6	149.3	149.3	DArT		
sPb-5101	Bridge	6	149.3	149.3	DArT		
txp17	Bridge	6	149.3	149.3	SSR		
sPb-0581	no	6	149.3	149.3	DArT		
sPb-1657	no	6	149.3	149.3	DArT		
sPb-7627	no	6	149.3	149.3	DArT		
sPb-2452	no	6	146.4-157.8	152.1	DArT		
sPb-3203	no	6	146.4-157.8	152.1	DArT		
sPb-4334	no	6	146.4-157.8	152.1	DArT		
txs1085	Bridge	6	146.4-157.8	152.1	RFLP		
isu053	no	6	146.4-157.8	152.1	RFLP		
txs1124	no	6	146.4-157.8	152.1	RFLP		
sPb-8410	no	6	149.9-154.7	152.3	DArT		
SG36	no	6	153.5	153.5	RFLP		
sPb-9667	no	6	154.6	154.6	DArT		
isu144	no	6	157.8	157.8	RFLP		
M187362	no	6	157.9	157.9	DArT		
sPb-7366	no	6	157.9	157.9	DArT		
sPb-7428	no	6	157.9	157.9	DArT		
sPb-3516	no	6	157.9	157.9	DArT		
sPb-7840	no	6	157.9	157.9	DArT		
EST1	no	6	157.9	157.9	RFLP		
sPb-1623	no	6	157.9	157.9	DArT		
gpsb169	no	6	162.7	162.7	SSR		
SbRPG225	no	6	163.2	163.2	RFLP		
sPb-6801	no	6	163.2-165	164.1	DArT		
sPb-9249	no	6	163.2-165	164.1	DArT		
sPb-0477	no	6	163.2-165	164.1	DArT		
sPb-3773	no	6	163.2-165	164.1	DArT		
M341110	no	6	165	165	DArT		
M341392	no	6	165-165.4	165.2	DArT		
M342492	no	6	165-165.4	165.2	DArT		
M343304	no	6	165-165.4	165.2	DArT		
gpsb019	no	6	165-165.4	165.2	SSR		
M188096	no	6	165-165.4	165.2	DArT		
M188251	no	6	165-165.4	165.2	DArT		
M340483	no	6	165-165.4	165.2	DArT		
cup37	no	6	165-165.4	165.2	SSR		
M342678	no	6	166.4	166.4	DArT		
txp416	no	7	0	0	SSR		
txp660	no	7	0	0	SSR		
txp659	no	7	0	0	SSR		
txp418	Bridge	7	0	0	SSR		
txp595	Bridge	7	0	0	SSR		
sPb-2434	no	7	0	0	DArT		
txp594	Bridge	7	0	0	SSR		
txp596	Bridge	7	0	0	SSR		
txp118	Bridge	7	0	0	SSR		
HHU20	no	7	0	0	SSR		
txi46	no	7	0	0	STS	x	
txp665	no	7	0	0	SSR		
sPb-6545	no	7	0	0	DArT		
txi45	no	7	0	0	STS		
txp657	no	7	0	0	SSR		
txi47	no	7	0	0	STS		
sPb-9866	no	7	0	0	DArT		
txi44	no	7	0	0	STS		
txp526	no	7	0	0	DArT		
txp415	no	7	0	0	DArT		
txp40	no	7	0	0	SSR		
txp36	no	7	3.7	3.7	SSR		
txp414	no	7	3.7	3.7	SSR		
sPb-4740	no	7	3.7	3.7	DArT		
sPb-7064	no	7	3.7	3.7	DArT		
sPb-9595	no	7	3.7	3.7	DArT	x	
sPb-9309	no	7	3.7	3.7	DArT		
sPb-3995	no	7	3.7	3.7	DArT	x	Maps to SBI-05 (32cM) in CIRAD
sPb-8316	no	7	3.7	3.7	DArT	x	Maps to SBI-05 (36cM) in S4
sPb-2034	no	7	3.7-4.6	4.2	DArT		
sPb-0138	no	7	4.2	4.2	DArT		
sPb-4388	no	7	4.2	4.2	DArT		
sPb-5721	no	7	4.2	4.2	DArT		
sPb-7105	no	7	4.2	4.2	DArT		
sPb-7698	no	7	4.2	4.2	DArT		
sPb-2117	no	7	4.2-6.4	5.3	DArT		
sPb-2389	no	7	4.2-6.4	5.3	DArT		
sPb-1152	no	7	4.2-6.4	5.3	DArT		
txp419	no	7	4.2-6.4	5.3	SSR		
sPb-3831	no	7	4.2-6.4	5.3	DArT		
sPb-9223	no	7	6.4	6.4	DArT		
txs1674	no	7	11.9-14.5	13.2	RFLP		
sPb-0907	no	7	11.9-14.5	13.2	DArT		
gpsb148	no	7	13.4	13.4	SSR		
msbcir348	no	7	14.4	14.4	SSR		
sPb-8980	Bridge	7	14.5	14.5	DArT		
sPb-9931	no	7	11.9-19.2	15.6	DArT		
isu139	no	7	16.4	16.4	RFLP		
txp417	no	7	17.7	17.7	SSR		
txp413	no	7	18.5	18.5	SSR		
txS644	no	7	19.2	19.2	RFLP		
sPb-6417	no	7	18.5-25.4	22	DArT		
SG-37	no	7	22.9	22.9	RFLP		
sPb-9513	no	7	25.4	25.4	DArT		
sPb-3361	no	7	26	26	DArT	x	Maps to SBI-02 (142cM) in TAMU, S2, S5, S6 & CIRAD
txs1931	Bridge	7	26.5	26.5	RFLP		
sPb-6518	no	7	28.2	28.2	DArT		
sPb-9978	no	7	25.4-31.8	28.6	DArT		
sPb-8797	no	7	25.4-31.8	28.6	DArT		
umc85	Bridge	7	26.5-31.8	29.15	RFLP		
ST329	no	7	29.5	29.5	RFLP		
txp481	no	7	31.8	31.8	SSR		
sPb-8296	no	7	32	32	DArT	x	maps to SBI-04 (64cM) in S4 & S5
sPb-4239	no	7	31.8-35.5	33.65	DArT		
sPb-9958	no	7	31.8-35.5	33.65	DArT		
sPb-1311	no	7	35.5	35.5	DArT		
sPb-3121	no	7	31.8-35.5	33.65	DArT		
sPb-1736	no	7	31.8-35.5	33.65	DArT		
txp159	Bridge	7	38.3	38.3	SSR		
sPb-8216	no	7	41.6	41.6	DArT	x	
FC20	no	7	43	43	RFLP		
txs1096	no	7	44.1	44.1	RFLP		
sPb-6825	Bridge	7	47.9	47.9	DArT		
sPb-1982	no	7	50.2	50.2	DArT		
sPb-7381	no	7	53.5	53.5	DArT		
sPb-2566	Bridge	7	54	54	DArT	x	
isu038	no	7	54.7	54.7	RFLP		
sPb-5563	no	7	53.5-58	55.8	DArT		
sPb-7451	no	7	53.5-58	55.8	DArT		
M342381	no	7	56.5	56.5	DArT		
gpsb114	no	7	56.5	56.5	SSR		
sPb-3630	no	7	55.8-58	56.9	DArT		
txp312	no	7	56.5-59.5	58	SSR		
bmr12	no	7	56.5-59.5	58	gene		
sPb-3946	no	7	56.5-59.5	58	DArT		
psb0784	no	7	56.5-59.5	58	RFLP		
sPb-6942	no	7	56.5-59.5	58	DArT		
sPb-3017	no	7	56.5-59.5	58	DArT		
sPb-5277	no	7	59.5	59.5	DArT		
M341472	no	7	60.2	60.2	DArT		
cdo147	no	7	63.1	63.1	RFLP		
txs1107	no	7	64.3	64.3	RFLP		
SbRPG22	no	7	64.8	64.8	RFLP		
psb0639	no	7	59.5-71.2	65.4	RFLP		
txp227	Bridge	7	65.7	65.7	SSR		
bcd147	no	7	65.7-67.2	66.45	RFLP		
sPb-0460	no	7	67.2	67.2	DArT		
sPb-2912	no	7	63.1-71.2	67.4	DArT		
sPb-3708	no	7	71.2	71.2	DArT		
sPb-7531	no	7	71.2	71.2	DArT		
sPb-0508	no	7	71.2	71.2	DArT		
sPb-1244	no	7	71.6	71.6	DArT	x	Maps to SBI-10 (98cM) in S4
sPb-0571	Bridge	7	71.6	71.6	DArT		
ST1109	no	7	71.6	71.6	RFLP		
sPb-7992	no	7	71.6-72.2	71.9	DArT	x	
gap342	Bridge	7	71.6-72.2	71.9	SSR		
sPb-6252	no	7	72.2	72.2	DArT		
sPb-2757	Bridge	7	72.2	72.2	DArT		
sPb-1414	Bridge	7	72.2	72.2	DArT		
sPb-7129	no	7	72.2	72.2	DArT		
psb0067	no	7	72.2	72.2	RFLP		
sPb-2817	no	7	72.2	72.2	DArT		
sPb-9911	no	7	72.2	72.2	DArT		
sPb-3843	no	7	72.2	72.2	DArT		
sPb-6398	no	7	72.2	72.2	DArT		
sPb-4837	no	7	72.2	72.2	DArT		
sPb-4724	no	7	72.2	72.2	DArT		
Bt2	no	7	72.2	72.2	gene		
Xsbarslbk7.37	no	7	72.2	72.2	SSR		
sPb-9756	no	7	72.2	72.2	DArT		
sPb-8120	no	7	72.2	72.2	DArT		
sPb-1521	no	7	72.2	72.2	DArT		
sPb-5485	no	7	72.2	72.2	DArT		
sPb-8258	no	7	72.2	72.2	DArT	x	
sPb-8019	no	7	72.2	72.2	DArT	x	Maps to SBI-10 (107.2cM) in S2 & CIRAD
gpsb010	no	7	72.3	72.3	SSR		
sPb-7678	no	7	72.3	72.3	DArT		
sPb-7280	Bridge	7	72.2-72.8	72.5	DArT		
sPb-5475	no	7	72.2-72.8	72.5	DArT		
plw8	no	7	72.8	72.8	gene		
sPb-0960	no	7	72.8	72.8	DArT		
sPb-4874	no	7	72.8	72.8	DArT		
sPb-6411	no	7	72.8	72.8	DArT		
sPb-4314	no	7	72.8-74.1	73.5	DArT		
sPb-1270	no	7	72.8-74.1	73.5	DArT		
sPb-9508	Bridge	7	73.5	73.5	DArT		
sPb-7944	Bridge	7	73.5	73.5	DArT		
txs1185.3	no	7	73.5-74.1	73.8	RFLP		
sPb-6750	no	7	74	74	DArT		
txp278	no	7	74.1	74.1	SSR		
sPb-2774	no	7	72.8-75.6	74.2	DArT		
sPb-3486	no	7	72.8-75.6	74.2	DArT		
sPb-4910	no	7	74.1-74.9	74.5	DArT		
sPb-1830	no	7	72.8-76.4	74.6	DArT		
sPb-6906	no	7	74-75.6	74.8	DArT		
sPb-6571	no	7	74.1-75.6	74.9	DArT		
sPb-6577	no	7	75	75	DArT	x	Maps to SBI-01 (34.5cM) in CIRAD
sPb-8673	no	7	75.2	75.2	DArT		
M343313	no	7	75.6	75.6	DArT		
sPb-5796	no	7	75.6	75.6	DArT		
sPb-6863	Bridge	7	75.6-76.4	76	DArT		
sPb-7687	Bridge	7	75.6-76.4	76	DArT		
sPb-3541	Bridge	7	75.6-76.4	76	DArT		
sPb-9206	Bridge	7	75.6-76.4	76	DArT		
sPb-8340	no	7	75.6-76.4	76	DArT		
Str15	no	7	75.6-76.4	76	RFLP		
Str44	no	7	75.6-76.4	76	RFLP		
sPb-7135	no	7	76.4	76.4	DArT		
txs1563	no	7	76.4-80.5	78.45	RFLP		
Dsenhsbm7	no	7	76-81.9	78.95	SSR		
umc23	no	7	80.5	80.5	RFLP		
RG2331	no	7	81.8	81.8	RFLP		
sPb-9916	no	7	76-87.8	81.9	DArT		
sPb-5099	no	7	76-87.8	81.9	DArT		
sPb-1434	no	7	76-87.8	81.9	DArT		
gpsb031	no	7	84.4	84.4	SSR		
sPb-5594	no	7	80-90	85	DArT	x	Maps to SBI-03 (20.6cM) in CIRAD
txp92	no	7	87.8	87.8	SSR		
msbcir246	no	7	89.8	89.8	SSR		
PSB0164	no	7	87.8-95.9	91.85	RFLP		
PSB0815	no	7	87.8-95.9	91.85	RFLP		
sPb-9007	Bridge	7	87.8-95.9	91.85	DArT		
sPb-4179	no	7	95.9	95.9	DArT		
sPb-8251	Bridge	7	95.9	95.9	DArT		
I	no	7	91.1-103.3	97.2	gene		
SbAGF06	no	7	95.9-101.8	98.9	SSR		
msbcir300	no	7	101.8	101.8	SSR		
M340509	no	7	101.8	101.8	DArT		
dw3	no	7	105	105	gene		
SSCIR57	no	7	95.9-115	105.5	RFLP		
sPb-6578	no	7	105-113.6	109.3	DArT		
isu116	no	7	105-113.6	109.3	RFLP		
sPb-0749	no	7	101.8-118.6	110.2	DArT		
sPb-2161	no	7	101.8-118.6	110.2	DArT		
sPb-4729	no	7	101.8-118.6	110.2	DArT		
PSB0419	no	7	101.8-118.6	110.2	RFLP	x	
sPb-3051	no	7	101.8-118.6	110.2	DArT		
sPb-1207	no	7	101.8-118.6	110.2	DArT		
bcd098	no	7	101.8-118.6	110.2	RFLP		
sPb-5417	no	7	101.8-118.6	110.2	DArT		
sPb-5593	no	7	101.8-118.6	110.2	DArT		
sPb-0040	no	7	101.8-118.6	110.2	DArT		
txs1579	no	7	113.6	113.6	RFLP		
ST1369	no	7	115	115	RFLP		
txs1186	no	7	113.6-118.6	116.1	RFLP		
sPb-7086	Bridge	7	118.6	118.6	DArT		
sPb-3691	Bridge	7	118.6	118.6	DArT		
sPb-5397	Bridge	7	123.5	123.5	DArT		
sPb-9365	Bridge	7	123.5	123.5	DArT		
sPb-9351	no	7	124.4	124.4	DArT		
psb0108	no	7	123.5-126.2	124.85	RFLP		
txp295	Bridge	7	123.5-126.2	124.85	SSR		
sPb-6180	no	7	123.5-126.2	124.85	DArT		
sPb-6704	no	7	123.5-126.2	124.85	DArT		
sPb-0135	no	7	123.5-126.2	124.85	DArT		
cup52	no	7	126.2	126.2	SSR		
sPb-6927	no	7	128.3	128.3	DArT		
sPb-4306	no	7	128.4	128.4	DArT	x	
sPb-6105	no	7	128.3-130	129.2	DArT		
sPb-3258	no	7	130	130	DArT		
psb0491	no	7	130-130.5	130.25	RFLP		
sPb-0644	no	7	130-130.5	130.25	DArT		
txp99	no	7	130-130.5	130.25	SSR		
sPb-6326	no	7	130-130.5	130.25	DArT		
sPb-5688	no	7	130.5	130.5	DArT		
sPb-5645	no	7	128.3-132.8	130.55	DArT		
sbAGAB02	no	7	130.8	130.8	SSR		
sPb-9750	no	7	130.8	130.8	DArT		
txs1554	Bridge	7	130.3-131.5	130.9	RFLP		
txs1185.1	no	7	130.3-131.5	130.9	RFLP		
Xsbarslbk7.63	no	7	130.3-131.5	130.9	SSR		
bnl5.59	no	7	131.2	131.2	RFLP		
txs579	no	7	131.5	131.5	RFLP		
sPb-7549	no	7	132	132	DArT	x	Maps to SBI-02 (0cM) in CIRAD
sPb-2552	no	7	131.5-132.8	132.15	DArT		
txp168	Bridge	7	131.5-132.8	132.15	SSR		
sPb-6798	no	7	132.2	132.2	DArT		
sPb-1014	no	7	131.5-132.8	132.2	DArT		
sPb-8608	Bridge	7	132.8	132.8	DArT		
cup57	no	7	132.8	132.8	SSR		
csu61	no	7	132.8	132.8	RFLP		
sPb-3341	no	8	0	0	DArT		
txp273	Bridge	8	0	0	SSR		
sPb-7249	no	8	0	0	DArT		
gpsb041	no	8	4.4	4.4	SSR		
sPb-9299	no	8	7.1	7.1	DArT		
psb0047	no	8	7.1-7.5	7.3	RFLP		
sPb-9944	no	8	0-15.5	7.75	DArT		
sPb-2956	no	8	0-15.5	7.75	DArT		
sPb-6248	no	8	9.8	9.8	DArT		
gpsb104	no	8	12.9	12.9	SSR		
gpsb023	no	8	12.9-16	14.5	SSR		
sPb-6589	Bridge	8	15.5	15.5	DArT		
M188849	no	8	16	16	DArT		
sPb-1503	Bridge	8	17	17	DArT		
bnl3.04	no	8	22.4	22.4	RFLP		
sPb-3464	no	8	18.5-28.7	23.6	DArT		
sPb-0703	no	8	25	25	DArT	x	maps to SBI-04 (64cM) in S4 & S5
SbRPG931	no	8	25.5	25.5	RFLP		
sPb-5390	no	8	28	28	DArT	x	Maps to SBI-05 (26cM) in CIRAD
EST27	no	8	28.7	28.7	RFLP		
sPb-9818	Bridge	8	28.7	28.7	DArT		
sPb-7126	Bridge	8	28.7	28.7	DArT		
SSCIR55	no	8	28.7-29.4	29.1	RFLP		
sPb-1130	no	8	29.3	29.3	DArT		
sPb-7843	Bridge	8	29.4	29.4	DArT		
sPb-3536	Bridge	8	29.4	29.4	DArT		
RG8167	no	8	29.4	29.4	RFLP		
Pu	no	8	28.7-30.8	29.75	gene		
sPb-5054	no	8	29.3-30.8	30.1	DArT		
sPb-3058	no	8	29.3-30.8	30.1	DArT		
sPb-9966	no	8	29.3-30.8	30.1	DArT		
sPb-5387	no	8	29.3-30.8	30.1	DArT		
sPb-5949	no	8	29.3-30.8	30.1	DArT		
sPb-3396	Bridge	8	29.4-32.1	30.75	DArT		
M341589	no	8	30.8	30.8	DArT		
txp47	no	8	32.1	32.1	SSR		
psb0200	no	8	30.8-34.8	32.8	RFLP		
sPb-7630	no	8	30.8-34.8	32.8	DArT		
sPb-5825	no	8	34.8	34.8	DArT		
sPb-3247	Bridge	8	40.3	40.3	DArT		
sPb-1509	no	8	40.3	40.3	DArT		
sPb-8260	Bridge	8	40.3-46.2	43.25	DArT	x	
ST689	no	8	43.3-44.8	44.1	RFLP		
M341597	no	8	44.3	44.3	DArT		
GE36	no	8	44.8	44.8	RFLP		
txs1185.2	no	8	46.2	46.2	RFLP		
M343001	no	8	48.7	48.7	DArT		
M343025	no	8	48.7	48.7	DArT		
sPb-9443	no	8	48.7-50.8	49.8	DArT		
txp520	no	8	46.2-53.4	49.8	SSR	x	
sPb-9279	no	8	48.7-51.9	50.3	DArT		
sPb-9527	no	8	48.7-52.9	50.8	DArT		
M341867	no	8	51.9	51.9	DArT		
sPb-9372	no	8	51.9-53.9	52.9	DArT		
sPb-3018	no	8	51.9-53.9	52.9	DArT		
sPb-7856	no	8	51.9-53.9	52.9	DArT		
msbcir240	no	8	51.9-53.9	52.9	SSR		
cup47	no	8	53.4	53.4	SSR		
sPb-4768	no	8	53.9	53.9	DArT		
GE59	no	8	55	55	RFLP		
sPb-2021	no	8	51.9-60	56	DArT		
isu054	no	8	57.6	57.6	RFLP		
sPb-8081	no	8	57.6	57.6	DArT		
sPb-7027	no	8	57.6-58.2	57.9	DArT		
sPb-0235	Bridge	8	58.2	58.2	DArT		
sPb-0645	Bridge	8	58.2	58.2	DArT		
sPb-0239	no	8	58.2	58.2	DArT		
sPb-4162	no	8	58.2-60	59.1	DArT		
M340408	no	8	59.9	59.9	DArT		
M341359	no	8	59.9	59.9	DArT		
M340629	no	8	59.9	59.9	DArT		
sPb-2140	no	8	60.6	60.6	DArT		
sPb-4200	no	8	59.9-61.8	60.9	DArT		
SbRPG125	no	8	61.8	61.8	RFLP		
sPb-8057	no	8	59.9-64.2	62	DArT		
sPb-2474	no	8	59.9-64.2	62	DArT		
sPb-3195	no	8	59.9-64.2	62	DArT		
sPb-0054	no	8	59.9-64.2	62.05	DArT		
sPb-0437	no	8	59.9-64.2	62.05	DArT		
sPb-0447	no	8	59.9-64.2	62.05	DArT		
sPb-0704	no	8	59.9-64.2	62.05	DArT		
sPb-1386	no	8	59.9-64.2	62.05	DArT		
sPb-1514	no	8	59.9-64.2	62.05	DArT		
sPb-2033	no	8	59.9-64.2	62.05	DArT		
