feature_name	feature_start
1	txs1075	2.6
2	txp208	23.4
3	txp302	31.7
4	txs1075	42.4
5	umc124	78.2
6	txp43	97.5
7	txp149	100.6
8	txp88	103.4
9	txp32	114.3
10	txp37	132.6
11	txp335	136.6
12	txp58	156.3
13	txp75	168.8
14	txp279	172.3
15	txp284	190.6
16	txp61	195.3
17	txp319	211.3
18	txp340	219.6
19	txp46	231.6
20	txp248	231.6
21	txp316	231.6
