mapName=comb_qtls
GL15 6	Stay Green	null	null	null	A	A	1.0	0.062	33.165327929255724	27.348884879255724	38.98177097925572
GL30 8	Stay Green	null	null	null	A	A	1.0	0.059000000000000004	33.165327929255724	27.05313353925572	39.27752231925572
SGA	Stay Green	null	null	null	A	A	1.0	0.28600000000000003	45.56876398389755	42.51231677341765	48.625211194377414
QGlam-sbi01-1	Stay Green	null	null	null	A	A	7.4	0.01	55.068718878913906	15.031350402138827	102.86770678661233
Stg1	Stay Green	null	null	null	A	A	1.0	0.154	76.89442463673556	71.49421260673556	82.29463666673557
Stg1A	Stay Green	null	null	null	A	A	1.0	0.196	78.13365402616917	73.89063028616917	82.37667776616917
QStg1	Stay Green	null	null	null	A	A	1.0	0.153	80.31224676744428	76.80777480744429	83.81671872744427
GL45 1	Stay Green	null	null	null	A	A	1.0	0.08800000000000001	81.60041067399916	77.50246216399916	85.69835918399916
Stg2A	Stay Green	null	null	null	A	A	1.0	0.303	87.39629397041064	84.65163175041064	90.14095619041063
Stg2	Stay Green	null	null	null	A	A	1.0	0.19899999999999998	96.93431515656263	92.75525659656263	101.11337371656263
Stg A	Stay Green	null	null	null	A	A	1.0	0.102	97.58042164431787	90.78077627251876	104.38006701611697
QGlam-sbi01-2	Stay Green	null	null	null	A	A	8.7	0.01	101.5851147540983	59.78461924430587	139.5827788744725
QGlaa-sbi01	Stay Green	null	null	null	A	A	11.8	0.01	101.5851147540983	66.75460790122895	129.5356957664617
GL30 9	Stay Green	null	null	null	A	A	1.0	0.09300000000000001	134.30111361189628	130.42348491189628	138.1787423118963
QPglm-dsr01-2	Stay Green	null	null	null	A	A	1.0	0.071	134.82140128017764	128.87908221096512	140.76372034939016
GL30 10	Stay Green	null	null	null	A	A	1.0	0.057	161.5302660786236	155.2036086786236	167.85692347862363
GL45 2	Stay Green	null	null	null	A	A	1.0	0.057999999999999996	163.73311216826528	157.51553506826528	169.95068926826528
GL30 1	Stay Green	null	null	null	A	A	1.0	0.052000000000000005	163.73311216826528	156.7981223682653	170.66810196826526
QGlb-dsr01-1b	Stay Green	null	null	null	A	A	1.0	0.066	170.47741533962068	165.43721743962067	175.5176132396207
QGlab-dsr01-1a	Stay Green	null	null	null	A	A	1.0	0.09300000000000001	171.46186412168552	167.88494948168554	175.0387787616855
GL45 9	Stay Green	null	null	null	A	A	1.0	0.08	171.7860504893487	167.27830708934871	176.29379388934868
QGlm-dsr01-1	Stay Green	null	null	null	A	A	1.0	0.052000000000000005	174.41521046787975	168.01803621787974	180.81238471787975
QGlb-dsr01-1a	Stay Green	null	null	null	A	A	1.0	0.157	199.02165804976468	196.90284874276466	201.14046735976467
