mapName=Cons-qtl
Organism Genus=unknown
Organism Species=unknown
crossType=unknown
popSize=0
mappingCrossType=unknown
mappingFunction=unknown
mapUnit=cM
mapExpansion=0
mapQuality=0
locusLocation=1
chr=SBI-07
lg=SBI-07
1	gpsb148	0.0
2	txp419	0.5838649168298644
3	isp362	0.9431079437209572
4	txp418	1.2671982501631065
5	hhu20	2.5005315834963406
6	txp526	2.500531583496363
7	txp416	2.5005315834965574
8	isep131	3.733864916829803
9	txs1674	3.733864916829803
10	txp36	3.733864916829803
11	txp40	3.733864916829803
12	msbcir348	5.566932458415007
13	txp414	6.200531583496396
14	isu139	12.1338649168298
15	txp417	14.47815063111561
16	txp413	16.322436345401265
17	isep805	17.08392972022099
18	txs644	18.066722059686867
19	umc85	18.433864916829794
20	txs1931	25.333864916829796
21	txp481	28.108864916829816
22	txp353	33.673282178781
23	txp159	41.633864916829786
24	txs1096	47.233864916829795
25	txp312	49.63386491682979
26	isp233	53.03863571985011
27	gpsb114	55.57386491682991
28	psb0784	60.4538649168298
29	isu38	61.933864916829805
30	isep328	65.1083039445852
31	psb124b	68.87386491682977
32	13/61-86	69.33478967531514
33	txs1107	70.13386491682981
34	txp227	70.13386491682981
35	psb0639	70.53386491682988
36	psb140	72.00386491682968
37	bcd147	75.5338649168298
38	hhu7	75.85386491683003
39	12/47-186	76.19518742630686
40	13/60-57	76.51217599777857
41	14/60-203	77.70511116361477
42	isp206	79.17281998502698
43	txs765	79.66386491683019
44	14/48-338	79.71002804578825
45	txs763	80.61386491683014
46	psb0067	82.23386491682975
47	txp278	82.8338649168298
48	gap342	83.23386491682979
49	14/50-371	84.20181171352219
50	psb639a	85.85386491683019
51	umc23	93.23386491682979
52	txs1563	95.73386491682979
53	txp92	100.7338649168298
54	msbcir246	102.51513568178106
55	psb0164	104.34640644673259
56	psb0815	104.56513568178106
57	txs1075a	105.1338649168301
58	sbagf06	111.17767721168408
59	msbcir300	117.36387782652626
60	txs1186	125.53386491682981
61	isu116	125.53386491682981
62	txs1579	127.8338649168298
63	isu74	133.18149936994047
64	psb0108	134.28386491682974
65	sbagb02	138.99412302241188
66	psb758	139.41386491683033
67	txp295	143.0338649168298
68	psb0491	152.20053158349654
69	isp344	152.8138649168302
70	txs1554	154.7338649168298
71	txs11851	154.7338649168298
72	txs1722	155.6038649168302
73	txs579	159.43386491682978
74	txp168	159.43386491682986
